Year,Name,Graduates_Male,Graduates_Female,Employed_Male,Employed_Female,Overseas_Employment_Male,Overseas_Employment_Female,Agriculture_Fishery_Male,Agriculture_Fishery_Female,Creative_Activities_Male,Creative_Activities_Female,Entrepreneurship_Male,Entrepreneurship_Female,Freelancer_Male,Freelancer_Female,Uncounted_Male,Uncounted_Female,Others_Male,Others_Female,Employment_Rate,Pre_Employment_Male,Pre_Employment_Female,Campus_Employment_Male,Campus_Employment_Female
2020,가야대학교(김해),251,379,159,264,0,0,0,0,0,0,4,0,1,3,15,11,72,101,71.4,5,17,3,3
2020,가천대학교,"2,084","2,238","1,131","1,149",4,5,0,0,4,22,27,16,81,92,210,174,627,780,64.3,51,41,24,47
2020,가톨릭관동대학교,"1,071",650,517,286,7,1,0,0,0,0,9,3,45,36,72,53,421,271,56.6,17,8,13,10
2020,가톨릭꽃동네대학교,41,64,25,47,0,0,0,0,0,0,0,1,1,1,6,1,9,14,76.5,0,2,2,0
2020,가톨릭대학교,627,969,309,432,2,2,0,0,0,0,7,8,20,37,82,103,207,387,57.9,10,10,4,8
2020,가톨릭대학교 _제2캠퍼스,12,76,7,68,0,0,0,0,0,0,0,0,1,0,3,1,1,7,90.5,1,1,0,0
2020,가톨릭대학교 _제3캠퍼스,4,6,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0
2020,감리교신학대학교,134,77,0,0,0,0,0,0,0,0,0,0,0,0,134,77,0,0,0,0,0,0,0
2020,강남대학교,773,947,420,421,1,1,0,0,0,0,4,6,29,43,52,54,267,422,57.3,27,31,2,4
2020,강서대학교,95,183,40,92,0,0,0,0,1,0,0,3,7,11,5,7,42,70,57.9,2,27,0,4
2020,강원대학교,"1,763","1,404",904,622,3,2,1,0,0,0,14,6,34,53,215,165,592,556,58.8,8,7,9,16
2020,강원대학교 _제2캠퍼스,839,503,467,265,2,0,0,0,0,0,2,4,20,19,44,34,304,181,61.6,6,4,2,1
2020,건국대학교,"1,807","1,640",951,697,1,1,1,0,0,0,17,18,51,89,296,409,490,426,66.6,16,70,4,2
2020,건국대학교(글로컬) _분교,745,910,372,412,10,10,0,0,0,0,12,6,32,36,69,88,250,358,59.4,3,2,2,1
2020,건양대학교,431,495,280,276,0,1,0,0,0,1,0,0,8,12,32,28,111,177,66.7,43,11,1,5
2020,건양대학교 _제2캠퍼스,268,584,202,455,0,0,0,0,0,0,0,1,4,6,25,27,37,95,83.5,4,22,0,4
2020,경기대학교,"1,345","1,321",710,605,0,2,1,0,0,0,15,9,55,59,124,90,440,556,59.4,32,22,32,54
2020,경기대학교 _제2캠퍼스,215,301,109,106,2,1,0,0,2,0,2,4,7,23,20,49,73,118,57.3,2,12,5,4
2020,경남과학기술대학교,678,429,363,216,0,0,2,1,0,0,7,2,5,4,26,21,275,185,56.6,26,18,1,3
2020,경남대학교,"1,502","1,169",742,484,11,3,0,0,4,30,16,11,38,35,89,83,602,523,55,29,14,16,33
2020,경동대학교,488,201,265,105,0,0,0,0,0,0,9,4,17,7,86,20,111,65,69.8,109,38,4,3
2020,경동대학교 _제3캠퍼스,215,644,160,520,0,0,0,0,0,0,0,1,4,2,11,8,40,113,81.8,9,14,1,2
2020,경동대학교 _제4캠퍼스,122,179,94,129,0,0,0,0,0,0,1,1,3,1,3,4,21,44,77.9,28,7,0,0
2020,경북대학교,"2,830","2,214","1,312",852,3,3,13,1,0,0,23,9,48,60,381,329,"1,050",960,53.6,18,3,4,4
2020,경상국립대학교,"1,859","1,444",824,518,2,0,0,0,0,0,15,11,21,31,201,142,796,742,48,46,14,16,12
2020,경성대학교,"1,208","1,611",534,715,6,11,0,0,3,12,8,20,37,52,77,82,543,719,52.6,18,16,41,81
2020,경운대학교,469,538,269,351,0,0,0,0,0,0,11,3,14,10,17,6,158,168,66.9,27,14,4,1
2020,경인교육대학교 _제2캠퍼스,125,488,68,266,0,0,0,0,0,0,0,0,2,6,10,5,45,211,57.2,0,1,0,0
2020,경일대학교,874,421,468,225,0,0,0,2,0,0,9,4,16,13,36,27,345,150,59.8,77,21,14,15
2020,경희대학교,"2,844","3,161","1,488","1,358",2,4,0,0,0,0,23,30,98,137,535,732,698,900,66.3,24,163,3,7
2020,계명대학교,"2,078","2,688",953,"1,086",8,4,0,0,4,3,22,29,48,80,227,258,816,"1,228",52.3,34,60,13,27
2020,고려대학교,"2,565","2,007","1,301",876,2,1,0,0,0,0,11,11,86,54,666,633,499,432,71.6,4,7,0,2
2020,고려대학교(세종) _분교,908,550,426,234,0,0,0,0,0,0,11,6,30,34,114,88,327,188,59,4,2,2,2
2020,고신대학교,297,449,115,283,0,0,0,0,0,0,4,2,11,5,101,42,66,117,69.7,0,3,2,13
2020,공주교육대학교,112,251,44,138,0,0,0,0,0,0,0,0,1,4,25,3,42,106,55.8,0,0,0,0
2020,광신대학교,48,71,8,21,0,0,0,0,0,0,0,2,0,3,35,26,5,19,58.6,4,1,0,0
2020,광운대학교,"1,246",572,663,254,2,0,0,0,0,0,8,2,40,24,146,59,387,233,61.6,27,9,1,4
2020,광주가톨릭대학교,8,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0
2020,광주과학기술원,103,46,6,2,0,0,0,0,0,0,0,0,1,0,85,34,11,10,30,0,0,0,0
2020,광주교육대학교,127,205,85,127,0,0,0,0,0,0,0,0,0,2,14,4,28,72,68.2,1,1,0,0
2020,광주대학교,656,893,363,461,0,0,3,0,8,19,8,11,20,27,46,71,208,304,64.2,29,47,9,17
2020,광주여자대학교,0,817,0,450,0,0,0,0,0,0,0,9,0,37,0,35,0,286,63.4,0,8,0,27
2020,국립강릉원주대학교,713,518,314,216,3,1,0,1,1,2,7,1,23,9,80,32,285,256,51.7,3,3,4,4
2020,국립강릉원주대학교 _제2캠퍼스,266,228,147,128,1,0,0,0,0,0,3,0,5,2,7,4,103,94,59.2,1,2,0,0
2020,국립공주대학교,"1,638","1,522",869,671,0,0,6,2,3,6,12,10,35,52,136,87,577,694,56.7,167,37,6,3
2020,국립군산대학교,931,617,470,287,5,5,0,0,7,14,14,3,16,16,92,48,327,244,59.4,11,9,19,33
2020,국립금오공과대학교,"1,325",363,744,147,10,0,0,0,0,0,14,1,14,11,69,36,474,168,59.4,52,9,0,1
2020,국립목포대학교,770,672,383,298,2,1,2,0,1,1,6,3,19,22,89,37,268,310,56.1,16,11,8,14
2020,국립목포해양대학교,529,69,409,36,0,0,0,0,0,0,0,0,1,1,67,0,52,32,84.2,0,0,0,2
2020,국립부경대학교,"2,181","1,760","1,012",621,5,2,0,1,0,0,12,10,37,36,215,188,900,902,49.1,36,9,13,15
2020,국립순천대학교,784,873,417,441,0,0,1,0,6,15,3,5,9,23,40,32,308,357,58,17,11,7,19
2020,국립안동대학교,772,595,331,241,1,6,1,0,0,0,5,5,22,15,83,43,329,285,50.5,3,3,9,7
2020,국립창원대학교,979,916,476,350,5,3,0,0,0,0,12,9,18,40,87,59,381,455,52.2,109,32,9,10
2020,국립한국교통대학교,"1,291",649,751,320,5,1,0,0,0,0,12,6,22,14,74,46,427,262,62.1,44,11,4,7
2020,국립한국해양대학교,"1,174",356,723,163,5,1,0,0,0,0,6,0,17,6,140,38,283,148,68.1,60,18,8,7
2020,국립한밭대학교,"1,261",665,683,307,0,0,1,0,0,0,12,5,24,23,94,40,447,290,58.9,172,75,11,2
2020,국민대학교,"1,931","1,589","1,003",734,3,2,0,0,3,16,16,12,71,67,323,277,512,481,66,58,68,30,21
2020,극동대학교,381,336,210,199,3,0,0,0,0,0,2,2,16,17,21,5,129,113,65,1,2,1,0
2020,금강대학교,50,63,24,29,3,0,0,0,0,0,0,0,1,1,4,10,18,23,58.6,0,1,2,1
2020,김천대학교,328,493,197,325,0,0,0,0,0,0,1,3,5,6,23,28,102,131,69.7,2,3,0,0
2020,나사렛대학교,445,768,216,389,0,0,0,0,0,0,2,1,21,53,67,40,139,285,61.7,3,2,4,15
2020,남부대학교,351,436,188,263,0,0,0,0,0,0,4,9,8,5,57,44,94,115,69.5,66,9,4,9
2020,남서울대학교,867,"1,264",507,676,4,4,0,0,3,12,9,8,50,48,34,54,260,462,64.7,18,30,12,33
2020,단국대학교,"1,343","1,311",705,565,2,2,0,0,4,3,13,8,51,78,128,146,440,509,60.1,23,21,4,8
2020,단국대학교 _제2캠퍼스,"1,165","1,478",606,696,3,0,0,0,0,0,15,13,50,87,111,147,380,535,61.6,22,15,8,4
2020,대구가톨릭대학교,"1,121","1,559",559,727,3,1,0,0,0,6,11,14,28,44,111,162,409,605,57.9,8,10,12,37
2020,대구경북과학기술원,93,61,3,12,0,0,0,0,0,0,0,0,3,0,84,44,3,5,69.2,0,0,0,1
2020,대구교육대학교,140,262,102,183,0,0,0,0,0,0,0,0,0,2,14,8,24,69,75.5,1,1,0,0
2020,대구대학교,"1,992","1,996",975,852,1,4,1,1,4,31,18,8,31,49,116,123,846,928,52.7,69,21,73,86
2020,대구예술대학교,81,139,31,44,0,0,0,0,0,0,2,2,6,10,10,9,32,74,47.3,6,2,1,1
2020,대구한의대학교,634,811,359,430,0,0,0,0,0,0,9,18,13,14,31,58,222,291,62.2,38,57,7,22
2020,대신대학교,45,50,10,10,0,0,0,0,0,0,0,0,1,3,14,24,20,13,42.1,7,5,0,0
2020,대전가톨릭대학교,14,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0
2020,대전대학교,"1,060",906,638,491,3,1,0,0,0,0,11,7,27,21,49,47,332,339,64.1,26,6,44,58
2020,대전신학대학교,21,7,0,0,0,0,0,0,0,0,0,0,0,0,21,7,0,0,0,0,0,0,0
2020,대진대학교,806,781,416,366,9,3,1,0,5,9,12,11,35,39,58,62,270,291,61.8,19,19,7,18
2020,덕성여자대학교,0,"1,229",0,598,0,5,0,0,0,0,0,7,0,60,0,74,0,485,58,0,19,0,5
2020,동국대학교,"1,526","1,555",800,697,2,4,0,0,1,0,9,14,61,51,244,331,409,458,65.4,9,56,5,8
2020,동국대학교(WISE) _분교,826,840,371,375,2,1,0,0,1,1,11,8,26,29,127,119,288,307,58.1,7,7,2,6
2020,동덕여자대학교,0,"1,521",0,676,0,3,0,0,0,47,0,16,0,114,0,109,0,556,60.6,0,41,0,54
2020,동명대학교,"1,054",635,586,324,4,2,0,0,0,0,16,9,25,24,47,39,376,237,61.8,59,21,29,18
2020,동서대학교,868,"1,240",439,570,17,27,0,0,0,0,11,16,37,47,48,47,316,533,57.8,17,14,8,13
2020,동신대학교,733,805,398,463,1,0,1,0,0,0,12,4,24,25,58,56,239,257,65.2,47,21,6,18
2020,동아대학교,"2,203","2,171","1,042",884,20,16,0,0,5,3,21,22,53,59,159,181,903,"1,006",52.7,46,24,37,80
2020,동양대학교,536,291,277,165,0,0,0,0,0,0,4,6,14,14,42,15,199,91,62.3,11,12,3,2
2020,동의대학교,"1,766","1,698",894,826,8,7,0,0,0,0,20,12,44,53,95,74,705,726,56.6,43,27,42,69
2020,루터대학교,34,52,6,19,0,0,0,0,0,0,0,0,3,8,10,5,15,20,50.7,0,0,1,2
2020,명지대학교,944,596,508,264,3,1,0,0,0,0,11,2,50,42,120,64,252,223,65,19,7,11,22
2020,명지대학교 _제2캠퍼스,708,885,369,447,2,0,0,0,0,0,4,6,25,37,33,79,275,316,60.1,36,77,9,19
2020,목원대학교,872,882,382,353,1,0,0,0,5,20,13,11,47,43,106,84,318,371,55.9,8,6,11,23
2020,목포가톨릭대학교,18,104,10,84,0,0,0,0,0,0,0,0,1,0,0,2,7,18,79.2,0,8,0,1
2020,배재대학교,921,851,462,393,6,8,0,0,14,22,8,8,33,18,69,82,329,320,60,7,3,20,58
2020,백석대학교,"1,184","1,598",600,802,5,3,0,0,4,12,13,9,51,81,127,81,384,610,61.4,15,18,11,27
2020,부산가톨릭대학교,316,588,198,406,3,3,0,0,0,0,4,1,4,4,16,10,91,164,71,9,32,3,11
2020,부산교육대학교,131,243,88,168,0,0,0,0,0,0,0,0,0,2,9,1,34,72,70.9,0,1,0,0
2020,부산대학교,"2,372","2,293","1,149",868,4,5,0,0,0,0,14,12,41,74,353,355,811,979,54.8,15,12,1,4
2020,부산외국어대학교,823,"1,028",361,345,29,26,0,0,0,0,10,9,18,30,73,137,332,481,50.5,17,16,25,42
2020,부산장신대학교,22,34,3,14,0,0,0,0,0,0,0,0,0,1,14,11,5,8,58.1,0,0,0,0
2020,삼육대학교,488,788,262,412,6,11,0,0,0,0,6,14,18,43,66,44,130,264,66.2,11,27,7,30
2020,상명대학교,715,780,343,321,1,1,0,0,2,15,5,7,16,35,135,128,213,273,60.6,16,28,15,36
2020,상명대학교 _제2캠퍼스,528,860,292,390,0,0,0,0,0,0,16,4,34,66,41,47,145,353,61.7,7,20,8,19
2020,상지대학교,854,575,488,279,0,0,0,0,0,0,7,2,38,22,45,23,276,249,61.4,50,13,20,9
2020,서강대학교,906,661,505,309,5,3,0,0,1,1,3,1,21,22,208,179,163,146,73.8,7,5,0,1
2020,서경대학교,625,836,372,382,2,1,0,0,3,5,7,12,25,64,36,122,180,250,67,27,38,0,0
2020,서울과학기술대학교,"1,457",821,823,410,3,2,0,0,0,2,4,2,32,38,146,69,449,298,63.8,73,36,10,8
2020,서울교육대학교,75,304,25,122,0,0,0,0,0,0,0,0,1,5,9,9,40,168,42.4,1,0,0,0
2020,서울기독대학교,32,70,10,19,0,0,0,0,0,0,1,2,2,7,9,14,10,28,51.9,0,0,0,0
2020,서울대학교,"1,907","1,297",820,576,0,0,0,0,0,0,7,4,78,48,693,354,309,315,71.1,9,7,3,1
2020,서울시립대학교,"1,257",680,759,351,3,0,0,0,0,0,7,5,34,27,121,69,333,228,67.9,79,35,1,1
2020,서울신학대학교,159,370,29,148,0,1,0,0,0,0,1,5,7,20,83,76,39,120,57,2,5,2,5
2020,서울여자대학교,0,"1,384",0,643,0,4,0,0,0,14,0,10,0,75,0,153,0,485,60.6,0,12,0,30
2020,서울장신대학교,60,65,12,16,0,0,0,0,0,0,0,1,1,5,34,28,13,15,55.6,0,0,0,1
2020,서울한영대학교,40,101,10,49,0,0,0,0,0,0,0,1,0,2,17,14,13,35,56.4,0,11,1,0
2020,서원대학교,710,750,372,322,0,1,0,0,1,7,10,4,36,25,35,35,256,356,56,24,35,14,25
2020,선문대학교,"1,064",923,568,468,12,3,0,0,0,0,6,6,30,38,108,121,340,287,64.3,13,8,22,29
2020,성결대학교,487,645,240,291,1,0,0,0,3,5,6,9,21,30,70,56,146,254,60.2,7,11,12,17
2020,성공회대학교,197,255,98,132,0,0,0,0,0,0,5,6,7,11,13,6,74,100,59.8,2,2,0,3
2020,성균관대학교,"2,310","1,737","1,250",784,4,2,0,0,0,0,15,8,75,54,584,579,382,310,76,14,2,2,0
2020,성신여자대학교,0,"1,982",0,815,0,1,0,0,0,30,0,26,0,122,0,163,0,825,54.6,0,14,0,45
2020,세명대학교,901,779,494,414,0,0,0,0,1,0,9,7,34,26,58,44,305,288,62.4,6,12,20,24
2020,세종대학교,"1,435","1,179",714,487,2,1,0,0,0,1,12,13,58,60,222,202,427,415,61.6,13,28,16,29
2020,세한대학교,298,429,144,257,0,0,0,0,3,0,4,5,25,22,28,13,94,132,67.1,13,40,5,4
2020,송원대학교,231,348,117,206,0,0,1,0,0,0,7,9,9,11,26,18,71,104,67.3,37,25,2,7
2020,수원가톨릭대학교,37,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0
2020,수원대학교,"1,074","1,050",549,470,0,1,0,0,0,1,15,8,53,64,56,65,401,441,58,10,14,25,38
2020,숙명여자대학교,0,"2,371",0,"1,176",0,7,0,0,0,6,0,21,0,114,0,271,0,776,63,0,41,0,19
2020,순복음총회신학교,13,26,3,11,0,0,0,0,0,0,0,1,0,0,8,9,2,5,68.2,2,6,0,1
2020,순천향대학교,"1,093","1,278",632,664,1,1,0,0,1,1,6,4,31,42,121,129,301,437,65.2,32,18,18,51
2020,숭실대학교,"1,656","1,343",902,640,1,1,0,0,0,0,19,9,50,55,205,212,479,426,64.9,58,99,1,3
2020,신경주대학교,154,116,80,65,0,0,0,0,0,0,6,2,9,6,14,12,45,31,68.9,15,8,0,0
2020,신라대학교,861,"1,172",418,529,9,2,0,0,3,13,14,9,16,31,70,111,331,477,56.4,31,35,21,36
2020,신한대학교,156,158,87,95,0,0,0,0,0,0,0,1,5,4,8,6,56,52,64,8,4,0,0
2020,신한대학교 _제2캠퍼스,629,695,384,418,0,2,0,0,0,0,9,8,27,27,20,19,189,221,68.1,76,29,9,10
2020,아신대학교,94,89,0,0,0,0,0,0,0,0,0,0,0,0,94,89,0,0,0,0,0,0,0
2020,아주대학교,"1,471",741,824,403,1,2,0,0,0,0,6,1,34,23,218,100,388,212,68.3,14,44,2,3
2020,안양대학교,438,579,223,253,0,0,0,0,0,1,3,5,21,29,57,73,134,218,60.3,17,18,1,11
2020,안양대학교 _제2캠퍼스,41,29,16,14,0,0,0,0,0,0,1,1,2,1,4,3,18,10,55.6,1,0,1,0
2020,연세대학교,"2,097","1,842","1,041",842,0,1,0,0,1,0,11,11,64,54,547,500,433,434,70,19,59,0,5
2020,연세대학교(미래) _분교,895,706,480,369,4,0,0,0,0,0,7,3,24,21,130,73,250,240,64.9,42,37,4,0
2020,영남대학교,"2,639","2,475","1,264",910,6,3,0,0,0,3,22,21,45,71,203,224,"1,099","1,243",50,43,22,50,68
2020,영남신학대학교,26,45,0,6,0,0,0,0,0,0,0,0,0,0,22,34,4,5,40,0,0,0,0
2020,영산대학교,294,299,189,190,0,0,0,0,0,0,10,5,5,4,9,5,81,95,69.6,41,9,1,0
2020,영산대학교 _제2캠퍼스,289,456,151,220,0,0,0,0,1,5,11,20,3,15,31,52,92,144,64.4,30,29,1,1
2020,영산선학대학교,7,6,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0,0,0,0,0
2020,예수대학교,22,136,13,104,0,0,0,0,0,0,0,0,0,0,4,4,5,28,78,0,2,0,2
2020,예원예술대학교,42,74,14,28,0,0,0,0,0,0,1,2,10,10,9,0,8,34,60.7,4,1,0,1
2020,예원예술대학교 _제2캠퍼스,38,64,14,17,0,0,0,0,0,0,1,1,6,9,3,1,14,36,49,0,1,0,0
2020,용인대학교,737,700,392,313,0,0,0,0,0,0,17,9,75,65,58,23,195,290,64.2,34,29,15,12
2020,우석대학교,781,629,402,320,0,0,0,0,0,0,10,5,18,9,71,66,280,229,60,39,10,11,22
2020,우송대학교,"1,032","1,136",530,611,1,2,0,0,0,0,13,3,27,32,154,187,307,301,66.7,13,9,22,43
2020,울산과학기술원,389,217,138,68,0,0,0,0,0,0,1,0,6,4,175,111,69,34,67.8,1,0,1,0
2020,울산대학교,"1,460","1,332",715,541,2,0,1,0,1,7,13,11,18,37,115,85,595,651,51.9,33,24,13,63
2020,원광대학교,"1,754","1,436",941,710,0,2,0,0,0,0,20,10,53,35,122,82,618,597,59.3,14,18,44,55
2020,위덕대학교,264,366,148,196,0,0,0,0,0,0,2,3,2,5,35,39,77,123,64,15,19,2,5
2020,유원대학교,437,353,234,195,0,0,0,0,0,0,8,11,19,14,24,20,152,113,64.5,33,26,7,2
2020,을지대학교,50,117,46,90,0,0,0,0,0,0,0,0,0,1,0,2,4,24,83,0,4,0,0
2020,을지대학교 _제2캠퍼스,309,686,231,466,0,0,0,0,0,0,1,4,2,19,15,33,60,164,76.3,16,38,7,9
2020,이화여자대학교,0,"3,384",0,"1,452",0,5,0,0,0,9,0,25,0,138,0,769,0,986,62.3,0,18,0,17
2020,인제대학교,969,"1,198",516,652,1,1,0,0,0,2,10,9,18,15,67,62,357,457,60.1,43,54,11,13
2020,인제대학교 _제2캠퍼스,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,100,0,0,0,0
2020,인천가톨릭대학교,11,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
2020,인천가톨릭대학교 _제2캠퍼스,32,140,16,73,0,0,0,0,0,1,0,2,5,8,0,15,11,41,66.9,0,4,0,1
2020,인천대학교,"1,584","1,261",878,568,3,3,0,0,0,0,11,13,71,54,135,115,486,508,61.7,68,34,1,0
2020,인하대학교,"2,363","1,578","1,293",732,3,13,0,0,0,0,18,10,84,66,360,218,605,539,66,32,21,16,10
2020,장로회신학대학교,66,75,0,0,0,0,0,0,0,0,0,0,0,0,66,75,0,0,0,0,0,0,0
2020,전남대학교,"1,835","2,008",940,847,3,2,3,0,2,18,9,10,41,51,215,208,622,872,56.3,9,3,25,45
2020,전남대학교 _제2캠퍼스,381,181,167,77,1,0,0,0,0,0,4,0,7,3,27,15,175,86,49.8,2,2,4,3
2020,전북대학교,"2,221","1,809","1,078",729,6,0,5,2,0,4,14,5,34,51,281,200,803,818,54.3,36,18,35,33
2020,전주교육대학교,83,195,37,115,0,0,0,0,0,0,0,0,0,1,13,0,33,79,57.7,0,0,0,0
2020,전주대학교,"1,232","1,226",620,594,1,3,0,0,1,3,18,7,41,39,136,99,415,481,59.7,28,23,33,65
2020,제주국제대학교,174,122,94,65,0,0,0,0,0,0,5,3,10,6,23,5,42,43,68.3,42,12,0,0
2020,제주대학교,948,"1,195",444,511,1,0,4,11,0,0,10,6,19,46,108,127,362,494,55.1,13,29,12,23
2020,조선대학교,"2,239","2,117","1,037",881,6,11,1,0,9,34,17,20,52,74,207,158,910,939,53.7,45,31,68,71
2020,중부대학교,806,787,451,387,0,0,0,0,1,6,9,5,31,45,57,49,257,295,62.9,11,10,7,9
2020,중앙대학교,"1,904","1,903","1,056",987,4,3,0,0,0,0,6,13,60,76,360,353,418,471,71.3,33,180,17,11
2020,중앙대학교 _제2캠퍼스,652,611,302,196,0,1,0,0,4,5,15,12,39,49,101,116,191,232,59.6,9,3,14,12
2020,중앙승가대학교,24,15,0,0,0,0,0,0,0,0,0,0,0,0,24,15,0,0,0,0,0,0,0
2020,중원대학교,448,322,242,179,2,0,0,0,0,1,6,3,14,13,35,22,149,104,64.5,33,3,0,1
2020,진주교육대학교,109,225,56,152,0,0,0,0,0,0,0,0,0,0,12,2,41,71,65,1,0,0,0
2020,차의과학대학교,212,310,100,180,0,0,0,0,0,0,0,5,4,10,38,39,70,76,67.2,7,22,0,6
2020,창신대학교,140,305,85,187,0,0,0,0,0,6,3,12,1,5,9,17,42,78,71.4,24,18,3,5
2020,청운대학교,786,762,472,404,3,0,1,0,4,8,19,17,40,42,30,29,217,262,67.8,157,92,10,12
2020,청주교육대학교,91,207,51,121,0,0,0,0,0,0,0,1,1,2,19,0,20,83,63.1,3,0,0,0
2020,청주대학교,"1,294","1,088",713,543,1,0,0,0,4,3,19,11,47,47,96,73,414,411,62.7,21,13,57,58
2020,초당대학교,316,415,172,252,0,0,1,0,0,0,7,7,7,3,45,59,84,94,71.6,39,46,5,6
2020,총신대학교,124,286,11,154,0,0,0,0,0,0,0,1,1,8,90,48,22,75,64.3,0,74,1,1
2020,추계예술대학교,80,225,24,59,0,0,0,0,0,0,1,5,11,22,16,25,28,114,46.2,2,2,0,2
2020,춘천교육대학교,79,265,46,151,0,0,0,0,0,0,0,0,0,5,10,1,23,108,60.7,0,1,0,0
2020,충남대학교,"2,087","1,849","1,077",789,6,2,2,0,0,0,12,6,43,60,286,229,661,763,58.4,11,18,14,25
2020,충북대학교,"1,806","1,482",849,598,3,7,2,0,0,0,11,8,37,36,303,199,601,634,55.7,32,21,8,9
2020,칼빈대학교,47,45,7,30,0,0,0,0,0,0,0,0,0,0,38,8,2,7,80.4,2,18,0,0
2020,평택대학교,398,484,196,213,0,3,0,0,2,4,5,6,16,21,39,41,140,196,58.1,5,5,4,14
2020,포항공과대학교,234,73,39,24,0,0,0,0,0,0,1,0,4,0,174,43,16,6,75.6,0,0,0,0
2020,한경국립대학교,710,494,416,260,1,0,0,0,0,0,6,3,20,17,43,30,224,184,63.9,71,23,3,5
2020,한국공학대학교,"1,258",453,772,247,3,1,0,0,0,0,3,4,30,12,85,22,365,167,66.8,197,26,19,18
2020,한국과학기술원,558,165,116,38,0,0,0,0,0,0,1,1,13,1,370,102,58,23,67.7,1,0,1,0
2020,한국교원대학교,192,409,96,184,0,0,0,0,0,0,0,0,4,13,8,1,84,211,50.2,0,0,0,0
2020,한국국제대학교,330,332,179,203,0,0,0,0,0,0,5,10,11,3,19,13,116,103,65.2,27,26,1,0
2020,한국기술교육대학교,674,248,465,154,4,0,0,0,0,0,3,1,3,6,70,14,129,73,75.9,43,13,42,8
2020,한국성서대학교,63,167,31,115,0,0,0,0,0,0,0,1,2,5,14,8,16,38,74,1,4,1,2
2020,한국예술종합학교,181,330,48,85,0,0,0,0,0,4,7,8,22,60,29,49,75,124,54,1,3,0,3
2020,한국외국어대학교,"1,709","1,896",925,867,11,18,0,0,0,0,12,11,65,80,178,244,518,676,62.5,32,15,1,3
2020,한국전통문화대학교,50,68,20,29,0,0,0,0,0,0,0,2,2,3,13,10,15,24,58.9,0,1,3,7
2020,한국체육대학교,380,211,162,99,0,1,0,0,0,1,12,5,41,26,77,7,88,72,68.4,0,0,1,0
2020,한국침례신학대학교,154,199,25,56,0,0,0,0,0,0,2,1,1,6,103,63,23,73,48.7,1,0,1,2
2020,한국항공대학교,731,215,382,101,2,1,0,0,0,0,1,2,19,14,90,19,237,78,62.4,4,1,0,1
2020,한남대학교,"1,120","1,308",591,605,4,9,0,0,2,25,12,11,39,61,98,109,374,488,61.2,2,4,20,41
2020,한동대학교,379,465,193,210,0,2,0,0,0,0,4,2,14,17,79,81,89,153,64.6,0,0,2,5
2020,한라대학교,520,217,266,105,0,0,0,0,0,0,6,4,24,12,30,5,194,91,59.4,8,5,5,7
2020,한려대학교,59,66,36,43,0,0,0,0,0,0,2,1,2,1,9,1,10,20,73.9,14,9,0,0
2020,한림대학교,884,"1,015",450,461,0,0,0,0,0,0,5,6,36,47,89,108,304,393,59,8,3,21,20
2020,한북대학교,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,100,0,0,0,0
2020,한서대학교,772,682,432,333,0,0,0,0,0,1,5,4,35,31,74,75,226,238,64.4,6,7,13,7
2020,한성대학교,774,669,412,328,4,1,0,0,1,3,16,11,34,46,45,28,262,252,62.5,17,15,16,33
2020,한세대학교,218,344,115,161,0,0,0,0,0,13,1,1,8,19,44,42,50,108,66.8,23,6,5,22
2020,한신대학교,433,569,205,259,0,1,0,0,0,1,6,4,17,39,59,40,146,225,58.9,7,14,11,9
2020,한양대학교,"2,139","1,498","1,089",756,3,1,0,0,1,0,14,10,76,45,529,392,427,294,73.5,44,125,2,6
2020,한양대학교(ERICA) _분교,"1,245",895,596,407,1,3,0,0,1,3,15,6,43,51,231,117,358,308,62.8,16,24,12,6
2020,한일장신대학교,83,125,34,59,0,0,0,0,0,0,0,2,0,1,28,40,21,23,68.6,3,4,0,0
2020,협성대학교,378,599,172,289,0,0,0,0,0,0,7,5,14,26,63,36,122,243,58.4,9,26,4,9
2020,호남대학교,881,918,385,431,0,1,3,1,1,9,10,9,32,23,231,177,219,267,65.1,71,30,5,15
2020,호남신학대학교,48,65,1,8,0,0,0,0,0,0,1,1,5,2,34,37,7,17,42.9,0,1,0,0
2020,호서대학교,"1,393","1,183",762,602,1,2,0,0,2,10,13,7,52,48,144,101,419,413,64.3,38,12,8,19
2020,호원대학교,593,615,330,361,0,0,1,0,13,12,23,23,36,45,47,19,143,155,73.9,114,129,7,6
2020,홍익대학교,"1,390","1,299",806,623,2,4,0,0,0,0,16,17,49,53,117,149,400,453,64.8,23,76,7,10
2020,홍익대학교 _제2캠퍼스,787,564,414,291,0,0,0,0,1,0,10,5,35,40,53,17,274,211,62.1,10,2,10,3
